id,title,module,opportunity_type,description,benefit_amount,benefit_type,min_age,max_age,age_relaxation,income_max,income_min,state,district,category,gender,qualification,cgpa_required,experience_required,business_stage,startup_registered,land_size_min,land_size_max,crop_type,land_required,land_owner_required,required_documents,required_skills,required_followup_questions,deadline,renewal_frequency,official_link,source_name,source_type,priority_score,verification_status,last_updated,application_count,readiness_score_formula,eligibility_explanation,similarity_score,profile_match_percentage,notification_trigger,created_at,updated_at
1,Startup India Seed Fund Scheme,startups,seed_funding,Seed fund up to Rs.20 lakh for startup validation and prototyping,2000000.0,seed_funding,21,45,,8000000.0,0.0,Telangana,Hyderabad,any,any,any,,,,ideation,True,False,"[""Aadhaar Card"", ""Startup Registration"", ""DPIIT Recognition"", ""Bank Account"", ""Pitch Deck"", ""Business Plan"", ""Team Profile""]","[""Innovation"", ""Business Planning"", ""Presentation"", ""Technology Awareness"", ""Problem Solving""]","[""Is startup DPIIT recognized?"", ""What is innovative problem?"", ""What is team size?"", ""What funding needed?"", ""What is stage?""]","2026-12-31","once","https://startupindia.gov.in/seed","Startup India, GOI","central_government",99,verified,2026-06-01,285000,"(dpiit*0.5) + (innovation*0.3) + (team*0.2)","DPIIT recognized startup with innovative solution and team>=2",0.96,96.0,"30_days_before_deadline","2026-01-01","2026-06-01"
2,NIDHI PRAYAS,startups,prototyping_funding,Funding for prototype development up to Rs.7.5 lakh,750000.0,prototyping_funding,21,50,,10000000.0,0.0,Telangana,Hyderabad,any,any,any,,,,ideation,True,False,"[""Aadhaar Card"", ""Startup Registration"", ""DPIIT Recognition"", ""Bank Account"", ""Prototype Plan"", ""Business Plan""]","[""Innovation"", ""Prototyping"", ""Technology Development"", ""Business Planning""]","[""Is startup DPIIT recognized?"", ""Do you have prototype plan?"", ""What technology?"", ""What funding needed?""]","2026-11-30","once","https://nidhi.gov.in/prayas","DSIR, Ministry of Science","central_government",97,verified,2026-06-01,145000,"(dpiit*0.6) + (prototype_plan*0.4)","DPIIT startup with prototype development plan",0.93,93.0,"30_days_before_deadline","2026-01-01","2026-06-01"
3,NIDHI EIR-Impl,startups,mentorship_funding,Funding for Entrepreneur in Residence program,500000.0,mentorship_funding,23,50,,12000000.0,0.0,Telangana,Hyderabad,any,any,btech,,,,ideation,True,False,"[""Aadhaar Card"", ""Startup Registration"", ""DPIIT Recognition"", ""Bank Account"", ""EIR Application"", ""Business Plan"", ""Resume""]","[""Innovation"", ""Mentorship"", ""Business Development"", ""Technology"", ""Leadership""]","[""Is startup DPIIT recognized?"", ""Are you EB graduate?"", ""Do you have business plan?"", ""What is your background?""]","2026-10-31","once","https://nidhi.gov.in/eir","DSIR, Ministry of Science","central_government",95,verified,2026-06-01,95000,"(dpiit*0.5) + (eb_graduate*0.3) + (business_plan*0.2)","DPIIT startup with EB graduate and business plan",0.90,90.0,"30_days_before_deadline","2026-01-01","2026-06-01"
4,TIDE 2.0 (Technology Innovation),startups,incubation_funding,Incubation support for tech startups up to Rs.15 lakh,1500000.0,incubation_funding,21,45,,10000000.0,0.0,Telangana,Hyderabad,any,any,btech,,,,ideation,True,False,"[""Aadhaar Card"", ""Startup Registration"", ""DPIIT Recognition"", ""Bank Account"", ""Tech Plan"", ""Business Plan"", ""GitHub Profile""]","[""Technology Development"", ""Innovation"", ""Programming"", ""Business Planning"", ""Product Design""]","[""Is startup DPIIT recognized?"", ""What is tech product?"", ""Do you have GitHub?"", ""What is team size?""]","2026-12-31","annual","https://tide.gov.in","SIDBI, Ministry of MSME","central_government",96,verified,2026-06-01,125000,"(dpiit*0.5) + (tech_product*0.3) + (github*0.2)","DPIIT tech startup with GitHub profile and team>=2",0.92,92.0,"30_days_before_deadline","2026-01-01","2026-06-01"
5,Atal Innovation Mission,startups,incubation,Atal Incubation Centers support for startups,1000000.0,incubation,21,45,,15000000.0,0.0,Telangana,Hyderabad,any,any,any,,,,ideation,True,False,"[""Aadhaar Card"", ""Startup Registration"", ""DPIIT Recognition"", ""Bank Account"", ""Incubation Application"", ""Business Plan"", ""Pitch Deck""]","[""Innovation"", ""Business Planning"", ""Technology"", ""Presentation"", ""Problem Solving""]","[""Is startup DPIIT recognized?"", ""Do you need incubation?"", ""What is business model?"", ""What is team size?""]","2026-12-31","annual","https://nal.gov.in/atal","NITI Aayog","central_government",94,verified,2026-06-01,165000,"(dpiit*0.6) + (incubation_need*0.4)","DPIIT startup needing incubation support",0.89,89.0,"30_days_before_deadline","2026-01-01","2026-06-01"
6,Startup India Hub,startups,incubation,Access to Startup India Hub resources and mentorship,500000.0,incubation_service,21,50,,20000000.0,0.0,Telangana,Hyderabad,any,any,any,,,,startup,True,False,"[""Aadhaar Card"", ""Startup Registration"", ""DPIIT Recognition"", ""Bank Account"", ""Business Plan"", ""Pitch Deck""]","[""Business Planning"", ""Networking"", ""Innovation"", ""Communication"", ""Leadership""]","[""Is startup DPIIT recognized?"", ""What stage is startup?"", ""What mentorship needed?""]","2026-12-31","annual","https://startupindia.gov.in/hub","Startup India, GOI","central_government",93,verified,2026-06-01,195000,"(dpiit*0.7) + (stage*0.3)","DPIIT startup at any stage",0.87,87.0,"30_days_before_deadline","2026-01-01","2026-06-01"
7,Startup Challenge India,startups,challenge,Participation in national startup challenge with prize,1000000.0,prize_money,21,45,,15000000.0,0.0,Telangana,Hyderabad,any,any,any,,,,growth,True,False,"[""Aadhaar Card"", ""Startup Registration"", ""DPIIT Recognition"", ""Bank Account"", ""Challenge Application"", ""Business Plan"", ""Pitch Deck"", ""Product Demo""]","[""Innovation"", ""Presentation"", ""Product Development"", ""Business Planning"", ""Competitive Skills""]","[""Is startup DPIIT recognized?"", ""Do you have product demo?"", ""What is innovation?"", ""What stage?""]","2026-09-30","annual","https://startupchallenge.gov.in","Startup India, GOI","central_government",95,verified,2026-06-01,85000,"(dpiit*0.4) + (product_demo*0.4) + (innovation*0.2)","DPIIT startup with product demo and innovation",0.88,88.0,"30_days_before_deadline","2026-01-01","2026-06-01"
8,Innovation Grant AIS,startups,innovation_grant,Grant for AI/ML innovation projects,2500000.0,innovation_grant,21,45,,12000000.0,0.0,Telangana,Hyderabad,any,any,btech,,,,ideation,True,False,"[""Aadhaar Card"", ""Startup Registration"", ""DPIIT Recognition"", ""Bank Account"", ""AI Plan"", ""Business Plan"", ""GitHub Profile"", ""Research Paper""]","[""AI/ML"", ""Programming"", ""Innovation"", ""Research"", ""Business Planning""]","[""Is startup DPIIT recognized?"", ""Is project AI/ML?"", ""Do you have GitHub?"", ""Do you have research paper?""]","2026-11-30","once","https://ais.gov.in/grant","AIS, Ministry of IT","central_government",97,verified,2026-06-01,115000,"(dpiit*0.4) + (ai_ml*0.4) + (research*0.2)","DPIIT AI/ML startup with research and GitHub",0.91,91.0,"30_days_before_deadline","2026-01-01","2026-06-01"
9,Blockchain Startup Grant,startups,innovation_grant,Grant for blockchain innovation startups,2000000.0,innovation_grant,21,45,,10000000.0,0.0,Telangana,Hyderabad,any,any,btech,,,,ideation,True,False,"[""Aadhaar Card"", ""Startup Registration"", ""DPIIT Recognition"", ""Bank Account"", ""Blockchain Plan"", ""Business Plan"", ""GitHub Profile""]","[""Blockchain"", ""Programming"", ""Innovation"", ""Business Planning"", ""Cryptography""]","[""Is startup DPIIT recognized?"", ""Is project blockchain?"", ""Do you have GitHub?""]","2026-10-31","once","https://blockchain.gov.in/grant","Ministry of IT","central_government",94,verified,2026-06-01,95000,"(dpiit*0.5) + (blockchain*0.4) + (github*0.1)","DPIIT blockchain startup with GitHub profile",0.87,87.0,"30_days_before_deadline","2026-01-01","2026-06-01"
10,IIT Startup Incubation,startups,incubation,Incubation at IITs for technology startups,1500000.0,incubation,21,45,,15000000.0,0.0,Telangana,Hyderabad,any,any,btech,,,,ideation,True,False,"[""Aadhaar Card"", ""Startup Registration"", ""DPIIT Recognition"", ""Bank Account"", ""IIT Application"", ""Tech Plan"", ""Business Plan"", ""GitHub Profile""]","[""Technology Development"", ""Innovation"", ""Programming"", ""Research"", ""Business Planning""]","[""Is startup DPIIT recognized?"", ""Is tech-driven?"", ""Do you have GitHub?"", ""What technology?""]","2026-12-31","annual","https://iit.incubation.gov.in","IITs, GOI","central_government",96,verified,2026-06-01,135000,"(dpiit*0.5) + (tech_driven*0.3) + (github*0.2)","DPIIT tech-driven startup with GitHub",0.90,90.0,"30_days_before_deadline","2026-01-01","2026-06-01"
11,TFI Startup Fund,startups,seed_funding,Seed fund for technology-first startups,3000000.0,seed_funding,21,45,,12000000.0,0.0,Telangana,Hyderabad,any,any,btech,,,,ideation,True,False,"[""Aadhaar Card"", ""Startup Registration"", ""DPIIT Recognition"", ""Bank Account"", ""Tech Plan"", ""Business Plan"", ""Pitch Deck"", ""GitHub Profile""]","[""Technology Development"", ""Innovation"", ""Programming"", ""Business Planning"", ""Presentation""]","[""Is startup DPIIT recognized?"", ""Is tech-first?"", ""Do you have GitHub?"", ""What funding needed?""]","2026-12-31","once","https://tfi.gov.in/startup","TFI, Ministry of IT","central_government",95,verified,2026-06-01,105000,"(dpiit*0.5) + (tech_first*0.3) + (github*0.2)","DPIIT tech-first startup with GitHub",0.89,89.0,"30_days_before_deadline","2026-01-01","2026-06-01"
12,Deep Tech Startup Grant,startups,innovation_grant,Grant for deep tech startups,4000000.0,innovation_grant,21,50,,20000000.0,0.0,Telangana,Hyderabad,any,any,phd,,,,growth,True,False,"[""Aadhaar Card"", ""Startup Registration"", ""DPIIT Recognition"", ""Bank Account"", ""Deep Tech Plan"", ""Business Plan"", ""Research Papers"", ""Patent Proof""]","[""Deep Tech"", ""Research"", ""Innovation"", ""Patent Development"", ""Business Planning""]","[""Is startup DPIIT recognized?"", ""Is deep tech?"", ""Do you have patents?"", ""Do you have research papers?""]","2026-11-30","once","https://deeptech.gov.in/grant","Ministry of Science & Technology","central_government",98,verified,2026-06-01,75000,"(dpiit*0.4) + (deep_tech*0.3) + (patents*0.2) + (research*0.1)","DPIIT deep tech startup with patents and research",0.92,92.0,"30_days_before_deadline","2026-01-01","2026-06-01"
13,Clean Tech Startup,startups,innovation_grant,Grant for clean technology startups,3500000.0,innovation_grant,21,45,,15000000.0,0.0,Telangana,Hyderabad,any,any,btech,,,,ideation,True,False,"[""Aadhaar Card"", ""Startup Registration"", ""DPIIT Recognition"", ""Bank Account"", ""Clean Tech Plan"", ""Business Plan"", ""Patent Proof""]","[""Clean Tech"", ""Environmental Knowledge"", ""Innovation"", ""Business Planning"", ""Sustainability""]","[""Is startup DPIIT recognized?"", ""Is clean tech?"", ""Do you have environmental focus?""]","2026-10-31","once","https://cleantech.gov.in/grant","Ministry of Environment","central_government",96,verified,2026-06-01,88000,"(dpiit*0.5) + (clean_tech*0.3) + (environment_ focus*0.2)","DPIIT clean tech startup with environmental focus",0.88,88.0,"30_days_before_deadline","2026-01-01","2026-06-01"
14,Health Tech Startup,startups,innovation_grant,Grant for health technology startups,3000000.0,innovation_grant,21,45,,12000000.0,0.0,Telangana,Hyderabad,any,any,btech,,,,ideation,True,False,"[""Aadhaar Card"", ""Startup Registration"", ""DPIIT Recognition"", ""Bank Account"", ""Health Tech Plan"", ""Business Plan"", ""Medical License"", ""Patent Proof""]","[""Health Tech"", ""Medical Knowledge"", ""Innovation"", ""Business Planning"", ""Regulatory Compliance""]","[""Is startup DPIIT recognized?"", ""Is health tech?"", ""Do you have medical license?""]","2026-12-31","once","https://healthtech.gov.in/grant","Ministry of Health","central_government",97,verified,2026-06-01,92000,"(dpiit*0.5) + (health_tech*0.3) + (medical_license*0.2)","DPIIT health tech startup with medical license",0.90,90.0,"30_days_before_deadline","2026-01-01","2026-06-01"
15,Fintech Startup Grant,startups,innovation_grant,Grant for fintech startups,2800000.0,innovation_grant,21,45,,10000000.0,0.0,Telangana,Hyderabad,any,any,btech,,,,ideation,True,False,"[""Aadhaar Card"", ""Startup Registration"", ""DPIIT Recognition"", ""Bank Account"", ""Fintech Plan"", ""Business Plan"", ""RBI License"", ""Patent Proof""]","[""Fintech"", ""Financial Knowledge"", ""Innovation"", ""Business Planning"", ""Regulatory Compliance""]","[""Is startup DPIIT recognized?"", ""Is fintech?"", ""Do you have RBI license?""]","2026-10-31","once","https://fintech.gov.in/grant","Ministry of Finance","central_government",95,verified,2026-06-01,115000,"(dpiit*0.5) + (fintech*0.3) + (rbi_license*0.2)","DPIIT fintech startup with RBI license",0.89,89.0,"30_days_before_deadline","2026-01-01","2026-06-01"
